Value,GROUPVEG,EVT_PHYS,CHANGE
6841,Riparian,Grassland,2
6842,Hardwood,Grassland,2
6843,Riparian,Grassland,2
6844,Hardwood,Riparian,2
6845,Riparian,Riparian,2
6846,Hardwood,Riparian,1
6847,Hardwood,Riparian,2
6848,Hardwood,Riparian,2
6849,Hardwood,Grassland,2
6850,Hardwood,Riparian,2
6851,Hardwood,Riparian,2
6852,Hardwood,Riparian,2
6853,Hardwood,Riparian,2
6854,Hardwood,Riparian,2
6855,Hardwood,Riparian,2
6856,Hardwood,Agricultural,4
6857,Hardwood,Riparian,2
6858,Hardwood,Riparian,2
6859,Hardwood,Riparian,2
6860,Hardwood,Conifer-Hardwood,2
6861,Hardwood,Riparian,2
6862,Hardwood,Grassland,2
6863,Hardwood,Riparian,2
6864,Hardwood,Riparian,2
6865,Hardwood,Riparian,2
6866,Hardwood,Agricultural,4
6867,Hardwood,Riparian,2
6868,Grassland,Hardwood,2
6869,Hardwood,Riparian,2
6870,Grassland,Riparian,2
6871,Hardwood,Riparian,2
6872,Hardwood,Riparian,2
6873,Hardwood,Developed,5
6874,Hardwood,Developed,5
6875,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
6876,Grassland,Agricultural,4
6877,Hardwood,Riparian,2
6878,Grassland,Riparian,2
6879,Hardwood-Conifer,Hardwood,2
6880,Hardwood-Conifer,Conifer,2
6881,Hardwood-Conifer,Conifer-Hardwood,2
6882,Riparian,Hardwood,2
6883,Hardwood-Conifer,Conifer-Hardwood,2
6884,Hardwood,Grassland,2
6885,Hardwood,Grassland,2
6886,Hardwood,Riparian,2
6887,Grassland,Riparian,2
6888,Grassland,Developed,5
6889,Hardwood-Conifer,Riparian,2
6890,Hardwood-Conifer,Riparian,2
6891,Hardwood,Riparian,2
6892,Riparian,Riparian,2
6893,Hardwood,Riparian,1
6894,Hardwood,Riparian,2
6895,Hardwood,Riparian,2
3993,Conifer,Shrubland,2
6897,Riparian,Riparian,2
6898,Riparian,Riparian,1
6899,Riparian,Riparian,1
6900,Hardwood,Agricultural,4
6901,Riparian,Riparian,2
6902,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
6903,Riparian,Riparian,2
6904,Grassland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
6905,Hardwood,Riparian,2
6906,Hardwood,Riparian,2
6907,Hardwood,Riparian,2
6908,Hardwood,Grassland,2
6909,Hardwood-Conifer,Riparian,2
6910,Riparian,Riparian,2
6911,Hardwood,Grassland,1
6912,Hardwood-Conifer,Riparian,2
6913,Riparian,Riparian,2
6914,Hardwood,Riparian,1
6915,Riparian,Riparian,2
6916,Grassland,Riparian,1
6917,Grassland,Grassland,2
6918,Hardwood,Hardwood,1
6919,Grassland,Grassland,1
6920,Hardwood,Hardwood,1
6921,Hardwood,Developed,5
6922,Hardwood,Agricultural,4
6923,Grassland,Agricultural,4
6924,Grassland,Agricultural,4
6925,Hardwood,Developed-Medium Intensity,5
6926,Hardwood,Developed-Low Intensity,5
6927,Hardwood,Developed,5
6928,Hardwood,Developed-Roads,5
6929,Grassland,Developed-Medium Intensity,5
6930,Grassland,Developed-Low Intensity,5
6931,Hardwood,Developed,5
6932,Hardwood,Agricultural,4
6933,Hardwood,Agricultural,4
6934,Grassland,Agricultural,4
6935,Hardwood,Conifer-Hardwood,2
6936,Hardwood,Hardwood,2
6937,Hardwood,Hardwood,1
6938,Hardwood,Agricultural,4
6939,Grassland,Hardwood,2
6940,Grassland,Riparian,2
6941,Grassland,Riparian,2
6942,Grassland,Developed-Roads,5
6943,Grassland,Developed,5
6944,Hardwood,Riparian,2
6945,Grassland,Riparian,2
6946,Grassland,Hardwood,2
6947,Hardwood,Exotic Herbaceous,3
6948,Grassland,Exotic Herbaceous,3
6949,Hardwood,Agricultural,4
6950,Grassland,Developed,5
6951,Hardwood,Developed,5
6952,Hardwood,Developed-High Intensity,5
6953,Hardwood,Riparian,2
6954,Hardwood,Developed,5
6955,Hardwood,Developed,5
6956,Grassland,Developed,5
6957,Hardwood,Agricultural,4
6958,Hardwood,Riparian,2
6959,Hardwood,Riparian,2
6960,Hardwood,Developed,5
6961,Hardwood,Hardwood,2
6962,Hardwood,Riparian,1
6963,Grassland,Developed,5
6964,Grassland,Riparian,2
6965,Grassland,Developed,5
6966,Grassland,Developed,5
6967,Grassland,Developed,5
6968,Hardwood,Exotic Tree-Shrub,3
6969,Grassland,Conifer-Hardwood,2
6970,Grassland,Agricultural,4
6971,Grassland,Hardwood,2
6972,Hardwood,Riparian,2
6973,Hardwood,Riparian,2
6974,Grassland,Exotic Tree-Shrub,3
6975,Grassland,Riparian,2
6976,Grassland,Developed-High Intensity,5
6977,Hardwood,Developed,5
6978,Grassland,Riparian,2
6979,Hardwood,Riparian,2
6980,Hardwood,Developed,5
6981,Hardwood,Riparian,2
6982,Grassland,Riparian,2
6983,Grassland,Riparian,2
6984,Grassland,Agricultural,4
6985,Grassland,Riparian,2
6986,Riparian,Hardwood,2
6987,Riparian,Hardwood,2
6988,Riparian,Hardwood,2
6989,Riparian,Riparian,2
6990,Riparian,Riparian,1
6991,Riparian,Agricultural,4
6992,Riparian,Riparian,2
6993,Riparian,Hardwood,1
6994,Riparian,Riparian,2
6995,Grassland,Riparian,1
6996,Hardwood,Agricultural,4
6997,Hardwood,Grassland,2
6998,Hardwood,Agricultural,4
6999,Hardwood,Agricultural,4
7000,Hardwood,Hardwood,2
7001,Grassland,Hardwood,1
7002,Hardwood,Riparian,2
7003,Riparian,Agricultural,4
7004,Riparian,Agricultural,4
7005,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7006,Grassland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7007,Hardwood,Agricultural,4
7008,Hardwood,Agricultural,4
7009,Grassland,Agricultural,4
7010,Hardwood,Developed,5
7011,Hardwood,Hardwood,2
7012,Hardwood,Hardwood,1
7013,Riparian,Exotic Herbaceous,3
7014,Riparian,Conifer-Hardwood,2
7015,Riparian,Riparian,2
7016,Riparian,Exotic Herbaceous,3
7017,Hardwood,Developed-Roads,5
7018,Riparian,Developed-Roads,5
7019,Riparian,Hardwood,2
7020,Riparian,Riparian,2
7021,Riparian,Developed,5
7022,Riparian,Developed,5
7023,Riparian,Riparian,2
7024,Riparian,Agricultural,4
7025,Riparian,Riparian,2
7026,Grassland,Agricultural,4
7027,Hardwood,Conifer,2
7028,Riparian,Exotic Herbaceous,3
7029,Riparian,Agricultural,4
7030,Riparian,Riparian,2
7031,Riparian,Agricultural,4
7032,Riparian,Developed,5
7033,Riparian,Developed-Medium Intensity,5
7034,Riparian,Developed,5
7035,Riparian,Riparian,2
7036,Riparian,Riparian,1
7037,Hardwood,Agricultural,4
7038,Riparian,Agricultural,4
7039,Riparian,Hardwood,2
7040,Riparian,Developed-Low Intensity,5
7041,Riparian,Agricultural,4
7042,Riparian,Developed,5
7043,Riparian,Exotic Tree-Shrub,3
7044,Riparian,Developed-High Intensity,5
7045,Riparian,Riparian,2
7046,Riparian,Hardwood,1
7047,Hardwood,Riparian,2
7048,Grassland,Developed,5
7049,Riparian,Conifer-Hardwood,2
7050,Riparian,Agricultural,4
7051,Riparian,Grassland,2
7052,Riparian,Developed,5
7053,Riparian,Developed-Low Intensity,5
7054,Riparian,Hardwood,2
7055,Riparian,Agricultural,4
7056,Hardwood,Developed,5
7057,Grassland,Developed,5
7058,Riparian,Riparian,2
7059,Riparian,Riparian,1
7060,Grassland,Grassland,1
7061,Riparian,Grassland,1
7062,Hardwood,Grassland,2
7063,Riparian,Riparian,2
7064,Riparian,Riparian,1
7065,Riparian,Exotic Tree-Shrub,3
7066,Riparian,Developed-Roads,5
7067,Riparian,Grassland,2
7068,Riparian,Riparian,2
7069,Riparian,Riparian,1
7070,Hardwood,Riparian,1
7071,Riparian,Grassland,2
7072,Riparian,Developed,5
7073,Riparian,Hardwood,2
7074,Hardwood,Riparian,2
7075,Riparian,Agricultural,4
7076,Riparian,Developed,5
7077,Riparian,Hardwood,2
7078,Riparian,Agricultural,4
4412,Conifer,Shrubland,2
7080,Hardwood,Riparian,2
7081,Hardwood,Hardwood,2
7082,Riparian,Hardwood,1
7083,Riparian,Hardwood,2
7084,Hardwood,Hardwood,2
7085,Riparian,Hardwood,1
7086,Riparian,Hardwood,2
7087,Riparian,Riparian,2
7088,Riparian,Agricultural,4
7089,Riparian,Agricultural,4
7090,Riparian,Hardwood,2
7091,Riparian,Hardwood,2
7092,Hardwood,Hardwood,2
7093,Grassland,Grassland,1
7094,Riparian,Developed,5
7095,Riparian,Riparian,2
7096,Hardwood,Riparian,1
7097,Riparian,Riparian,2
7098,Riparian,Agricultural,4
7099,Grassland,Riparian,2
7100,Riparian,Riparian,2
7101,Riparian,Conifer,1
7102,Hardwood,Grassland,2
7103,Riparian,Developed,5
7104,Riparian,Developed,5
7105,Grassland,Riparian,2
7106,Riparian,Developed-Low Intensity,5
7107,Riparian,Developed,5
7108,Riparian,Riparian,2
7109,Grassland,Conifer,1
7110,Riparian,Developed,5
7111,Riparian,Developed,5
7112,Riparian,Agricultural,4
7113,Hardwood,Developed-Low Intensity,5
7114,Hardwood,Developed,5
7115,Hardwood,Developed,5
7116,Hardwood,Developed,5
7117,Hardwood,Developed-Roads,5
7118,Hardwood,Developed,5
7119,Hardwood,Developed,5
7120,Riparian,Agricultural,4
7121,Hardwood,Exotic Herbaceous,3
7122,Hardwood,Hardwood,2
7123,Riparian,Riparian,1
7124,Hardwood,Developed-Medium Intensity,5
7125,Riparian,Riparian,2
7126,Riparian,Conifer-Hardwood,1
7127,Riparian,Agricultural,4
7128,Riparian,Developed-High Intensity,5
7129,Riparian,Riparian,2
7130,Hardwood,Developed-High Intensity,5
7131,Hardwood,Agricultural,4
7132,Riparian,Developed-Medium Intensity,5
7133,Hardwood,Developed-High Intensity,5
7134,Hardwood,Developed-High Intensity,5
7135,Hardwood,Developed-Roads,5
7136,Riparian,Developed-Roads,5
7137,Hardwood,Developed-Low Intensity,5
7138,Hardwood,Developed-Medium Intensity,5
7139,Hardwood,Developed,5
7140,Riparian,Developed,5
7141,Hardwood,Agricultural,4
7142,Hardwood,Exotic Herbaceous,3
7143,Hardwood,Agricultural,4
7144,Hardwood,Hardwood,2
7145,Hardwood,Developed,5
7146,Hardwood,Riparian,2
7147,Hardwood,Developed,5
7148,Hardwood,Developed,5
7149,Hardwood,Riparian,2
7150,Hardwood,Developed,5
7151,Riparian,Developed,5
7152,Hardwood,Exotic Herbaceous,3
7153,Hardwood,Exotic Tree-Shrub,3
7154,Hardwood,Agricultural,4
7155,Hardwood,Hardwood,2
7156,Riparian,Developed,5
7157,Riparian,Developed,5
7158,Hardwood,Developed-High Intensity,5
7159,Hardwood,Developed-Low Intensity,5
7160,Hardwood,Developed-Medium Intensity,5
7161,Hardwood,Developed,5
7162,Hardwood,Developed,5
7163,Hardwood,Riparian,2
7164,Hardwood,Riparian,2
7165,Hardwood,Riparian,2
7166,Hardwood,Developed,5
7167,Hardwood,Exotic Tree-Shrub,3
7168,Hardwood,Agricultural,4
7169,Hardwood,Riparian,2
7170,Hardwood,Riparian,2
7171,Hardwood,Hardwood,2
7172,Hardwood,Grassland,1
7173,Hardwood,Riparian,2
7174,Hardwood,Conifer-Hardwood,2
7175,Riparian,Grassland,2
7176,Riparian,Agricultural,4
7177,Riparian,Riparian,2
7178,Grassland,Riparian,1
7179,Hardwood,Riparian,2
7180,Hardwood,Riparian,2
7181,Hardwood,Exotic Herbaceous,3
7182,Hardwood,Developed,5
7183,Hardwood,Hardwood,2
7184,Hardwood,Conifer-Hardwood,1
7185,Hardwood,Hardwood,2
7186,Hardwood,Developed,5
7187,Hardwood,Agricultural,4
7188,Hardwood,Developed,5
7189,Hardwood,Conifer-Hardwood,2
7190,Hardwood,Agricultural,4
7191,Hardwood,Developed,5
7192,Hardwood,Conifer,2
7193,Hardwood,Conifer,2
7194,Hardwood,Agricultural,4
7195,Hardwood,Agricultural,4
7196,Hardwood,Hardwood,2
7197,Hardwood,Conifer-Hardwood,1
7198,Hardwood,Developed,5
7199,Hardwood,Conifer-Hardwood,2
7200,Hardwood,Hardwood,2
7201,Hardwood,Developed-Low Intensity,5
7202,Hardwood,Developed,5
7203,Hardwood,Agricultural,4
7204,Hardwood,Developed-Roads,5
7205,Hardwood,Hardwood,2
7206,Hardwood,Developed-Low Intensity,5
7207,Hardwood,Developed,5
7208,Hardwood,Developed,5
7209,Hardwood,Developed-Medium Intensity,5
7210,Hardwood,Developed,5
7211,Hardwood,Developed,5
7212,Hardwood,Developed,5
7213,Hardwood,Developed,5
7214,Riparian,Developed,5
7215,Riparian,Hardwood,2
7216,Hardwood,Developed,5
7217,Hardwood,Developed,5
7218,Hardwood,Developed-Roads,5
7219,Riparian,Conifer-Hardwood,2
7220,Hardwood,Hardwood,2
7221,Riparian,Developed,5
7222,Hardwood,Exotic Herbaceous,3
7223,Riparian,Developed-Low Intensity,5
7224,Riparian,Developed,5
7225,Hardwood,Agricultural,4
7226,Hardwood,Developed,5
7227,Riparian,Riparian,2
7228,Riparian,Conifer-Hardwood,1
7229,Riparian,Agricultural,4
7230,Hardwood,Developed-Medium Intensity,5
7231,Hardwood,Agricultural,4
7232,Hardwood,Developed,5
7233,Riparian,Developed-Roads,5
7234,Hardwood,Agricultural,4
7235,Hardwood,Conifer,2
7236,Hardwood,Conifer,2
7237,Riparian,Agricultural,4
7238,Hardwood,Agricultural,4
7239,Riparian,Agricultural,4
7240,Hardwood,Agricultural,4
7241,Riparian,Developed,5
7242,Riparian,Agricultural,4
7243,Riparian,Agricultural,4
7244,Riparian,Conifer,2
7245,Hardwood,Agricultural,4
7246,Riparian,Conifer-Hardwood,2
7247,Riparian,Exotic Tree-Shrub,3
7248,Riparian,Developed,5
7249,Riparian,Developed,5
7250,Riparian,Hardwood,2
7251,Riparian,Developed,5
7252,Hardwood,Agricultural,4
7253,Riparian,Developed-Medium Intensity,5
7254,Hardwood,Hardwood,2
7255,Hardwood,Agricultural,4
7256,Riparian,Hardwood,2
7257,Hardwood,Developed,5
7258,Riparian,Agricultural,4
7259,Hardwood,Agricultural,4
7260,Hardwood,Exotic Tree-Shrub,3
7261,Riparian,Agricultural,4
7262,Riparian,Agricultural,4
7263,Hardwood,Developed,5
7264,Riparian,Developed,5
7265,Riparian,Developed,5
7266,Riparian,Agricultural,4
7267,Riparian,Developed,5
7268,Riparian,Agricultural,4
7269,Riparian,Exotic Herbaceous,3
7270,Riparian,Exotic Herbaceous,3
7271,Riparian,Hardwood,2
7272,Riparian,Agricultural,4
7273,Riparian,Riparian,2
7274,Hardwood,Exotic Tree-Shrub,3
7275,Hardwood,Developed,5
7276,Riparian,Developed-Low Intensity,5
7277,Riparian,Developed,5
7278,Riparian,Developed,5
7279,Hardwood,Agricultural,4
7280,Riparian,Agricultural,4
7281,Hardwood,Developed,5
7282,Hardwood,Riparian,2
7283,Riparian,Exotic Herbaceous,3
7284,Riparian,Riparian,2
7285,Riparian,Riparian,1
7286,Riparian,Riparian,1
7287,Hardwood,Riparian,1
7288,Hardwood,Riparian,2
7289,Hardwood,Riparian,2
7290,Riparian,Conifer,2
7291,Riparian,Riparian,2
7292,Riparian,Hardwood,1
7293,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7294,Riparian,Conifer,2
7295,Riparian,Developed,5
7296,Riparian,Hardwood,2
7297,Riparian,Developed,5
7298,Hardwood,Developed-High Intensity,5
7299,Riparian,Developed-Roads,5
7300,Hardwood,Riparian,2
7301,Hardwood,Developed-High Intensity,5
7302,Riparian,Riparian,2
7303,Riparian,Conifer,1
7304,Hardwood,Riparian,2
7305,Riparian,Conifer,2
7306,Riparian,Developed,5
7307,Riparian,Developed,5
7308,Hardwood,Riparian,2
7309,Riparian,Riparian,2
7310,Riparian,Riparian,1
7311,Riparian,Conifer-Hardwood,1
7312,Riparian,Developed-High Intensity,5
7313,Riparian,Riparian,2
7314,Riparian,Developed-Medium Intensity,5
7315,Riparian,Developed-Roads,5
7316,Hardwood,Riparian,2
7317,Hardwood,Agricultural,4
7318,Riparian,Developed,5
7319,Riparian,Riparian,2
7320,Riparian,Conifer-Hardwood,1
7321,Riparian,Hardwood,2
7322,Riparian,Riparian,2
7323,Riparian,Developed-Low Intensity,5
7324,Riparian,Developed,5
7325,Riparian,Riparian,2
7326,Riparian,Riparian,1
7327,Riparian,Riparian,1
7328,Riparian,Agricultural,4
7329,Riparian,Conifer-Hardwood,2
7330,Riparian,Riparian,2
7331,Riparian,Conifer,1
7332,Riparian,Conifer-Hardwood,2
7333,Riparian,Riparian,2
7334,Riparian,Riparian,1
7335,Riparian,Agricultural,4
7336,Riparian,Agricultural,4
7337,Riparian,Developed,5
7338,Riparian,Developed,5
7339,Riparian,Agricultural,4
7340,Riparian,Agricultural,4
7341,Hardwood,Riparian,2
7342,Riparian,Developed,5
7343,Riparian,Hardwood,2
7344,Hardwood,Riparian,2
7345,Riparian,Riparian,2
7346,Hardwood,Riparian,1
7347,Riparian,Developed,5
7348,Riparian,Agricultural,4
7349,Riparian,Hardwood,2
7350,Hardwood,Hardwood,2
7351,Riparian,Exotic Tree-Shrub,3
7352,Hardwood,Hardwood,2
7353,Riparian,Hardwood,1
7354,Hardwood,Riparian,2
7355,Riparian,Developed,5
7356,Riparian,Hardwood,2
7357,Riparian,Agricultural,4
7358,Riparian,Riparian,2
7359,Riparian,Developed,5
7360,Riparian,Riparian,2
7361,Riparian,Hardwood,1
7362,Hardwood,Riparian,2
7363,Hardwood,Riparian,2
7364,Hardwood,Agricultural,4
7365,Hardwood,Developed,5
7366,Hardwood,Developed,5
7367,Hardwood,Riparian,2
7368,Hardwood,Developed,5
7369,Riparian,Grassland,2
7370,Riparian,Riparian,2
7371,Hardwood,Hardwood,1
7372,Riparian,Agricultural,4
7373,Riparian,Developed-High Intensity,5
7374,Riparian,Riparian,2
7375,Riparian,Developed,5
7376,Hardwood,Riparian,2
7377,Riparian,Riparian,2
7378,Riparian,Developed,5
7379,Hardwood,Hardwood,2
7380,Hardwood,Hardwood,1
7381,Hardwood,Conifer,1
7382,Riparian,Riparian,2
7383,Hardwood,Conifer-Hardwood,1
7384,Hardwood,Agricultural,4
7385,Hardwood,Riparian,2
7386,Riparian,Riparian,2
7387,Hardwood,Conifer-Hardwood,1
7388,Riparian,Hardwood,2
7389,Hardwood,Riparian,2
7390,Riparian,Riparian,2
7391,Riparian,Exotic Tree-Shrub,3
7392,Riparian,Riparian,2
7393,Riparian,Riparian,1
7394,Riparian,Riparian,1
7395,Riparian,Riparian,1
7396,Riparian,Riparian,1
7397,Hardwood,Riparian,1
7398,Riparian,Riparian,2
7399,Riparian,Riparian,1
7400,Riparian,Exotic Tree-Shrub,3
7401,Riparian,Developed-Medium Intensity,5
7402,Hardwood,Conifer-Hardwood,2
7403,Hardwood,Hardwood,2
7404,Hardwood,Riparian,1
7405,Hardwood,Riparian,2
7406,Hardwood,Riparian,2
7407,Riparian,Riparian,2
7408,Riparian,Hardwood,1
7409,Riparian,Riparian,2
7410,Riparian,Riparian,1
7411,Hardwood,Riparian,1
7412,Hardwood,Riparian,2
7413,Riparian,Riparian,2
7414,Hardwood,Riparian,1
7415,Riparian,Agricultural,4
7416,Riparian,Riparian,2
7417,Riparian,Conifer-Hardwood,1
7418,Hardwood,Agricultural,4
7419,Hardwood,Hardwood,2
7420,Hardwood,Riparian,1
7421,Hardwood,Riparian,2
7422,Hardwood,Riparian,2
7423,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7424,Hardwood,Agricultural,4
7425,Hardwood,Agricultural,4
7426,Hardwood,Developed,5
7427,Hardwood,Developed-Roads,5
7428,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7429,Riparian,Riparian,2
7430,Riparian,Developed,5
7431,Riparian,Riparian,2
7432,Riparian,Agricultural,4
7433,Riparian,Developed-High Intensity,5
7434,Riparian,Riparian,2
7435,Riparian,Riparian,1
7436,Riparian,Riparian,1
7437,Riparian,Riparian,1
7438,Riparian,Riparian,1
7439,Riparian,Riparian,1
7440,Riparian,Riparian,1
7441,Hardwood,Agricultural,4
7442,Hardwood,Developed,5
7443,Riparian,Riparian,2
7444,Hardwood,Riparian,1
7445,Hardwood,Exotic Herbaceous,3
7446,Hardwood,Riparian,2
7447,Hardwood,Agricultural,4
7448,Hardwood,Exotic Herbaceous,3
7449,Hardwood,Conifer,2
7450,Hardwood,Conifer-Hardwood,2
7451,Hardwood,Conifer,2
7452,Hardwood,Riparian,2
7453,Riparian,Riparian,2
7454,Riparian,Riparian,1
7455,Hardwood,Developed,5
7456,Hardwood,Riparian,2
7457,Riparian,Riparian,2
7458,Hardwood,Riparian,1
7459,Hardwood,Developed,5
7460,Hardwood,Developed,5
7461,Hardwood,Developed-Low Intensity,5
7462,Hardwood,Hardwood,2
7463,Hardwood,Developed,5
7464,Hardwood,Agricultural,4
7465,Hardwood,Developed,5
7466,Hardwood,Riparian,2
7467,Grassland,Riparian,2
7468,Grassland,Riparian,2
7469,Riparian,Riparian,2
7470,Grassland,Riparian,1
7471,Riparian,Riparian,2
7472,Riparian,Riparian,1
7473,Riparian,Developed,5
7474,Hardwood,Riparian,2
7475,Hardwood,Riparian,2
7476,Hardwood,Agricultural,4
7477,Hardwood,Agricultural,4
7478,Grassland,Agricultural,4
7479,Grassland,Riparian,2
7480,Grassland,Riparian,2
7481,Grassland,Riparian,2
7482,Grassland,Riparian,2
7483,Grassland,Riparian,2
7484,Hardwood,Agricultural,4
7485,Hardwood,Riparian,2
7486,Hardwood,Riparian,2
7487,Riparian,Riparian,2
7488,Hardwood,Riparian,1
7489,Hardwood,Riparian,2
7490,Riparian,Riparian,2
7491,Riparian,Riparian,1
7492,Hardwood,Riparian,1
7493,Riparian,Riparian,2
7494,Riparian,Riparian,1
7495,Riparian,Developed,5
7496,Riparian,Riparian,2
7497,Hardwood,Riparian,1
7498,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7499,Riparian,Hardwood,2
7500,Riparian,Conifer,2
7501,Riparian,Riparian,2
7502,Hardwood,Riparian,1
7503,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7504,Riparian,Riparian,2
7505,Hardwood,Exotic Tree-Shrub,3
7506,Riparian,Agricultural,4
7507,Riparian,Developed,5
7508,Riparian,Agricultural,4
7509,Hardwood,Conifer,2
7510,Riparian,Developed,5
7511,Hardwood,Riparian,2
7512,Riparian,Developed,5
7513,Riparian,Riparian,2
7514,Riparian,Exotic Herbaceous,3
7515,Riparian,Developed-Medium Intensity,5
7516,Hardwood,Riparian,2
7517,Riparian,Developed,5
7518,Hardwood,Riparian,2
7519,Riparian,Developed-Roads,5
7520,Riparian,Developed-Low Intensity,5
7521,Hardwood,Developed-Medium Intensity,5
7522,Riparian,Riparian,2
7523,Hardwood,Riparian,1
7524,Hardwood,Riparian,2
7525,Hardwood,Developed,5
7526,Hardwood,Riparian,2
7527,Hardwood,Riparian,2
7528,Hardwood,Grassland,2
7529,Hardwood,Riparian,2
7530,Hardwood,Riparian,2
7531,Riparian,Agricultural,4
7532,Grassland,Riparian,2
7533,Grassland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7534,Grassland,Hardwood,2
7535,Riparian,Agricultural,4
7536,Hardwood,Riparian,2
7537,Hardwood,Riparian,2
7538,Riparian,Riparian,2
7539,Hardwood,Riparian,1
7540,Hardwood,Hardwood,2
7541,Hardwood,Hardwood,1
7542,Riparian,Agricultural,4
7543,Hardwood,Developed-Roads,5
7544,Hardwood,Developed-Low Intensity,5
7545,Hardwood,Exotic Tree-Shrub,3
7546,Hardwood,Riparian,2
7547,Hardwood,Developed,5
7548,Hardwood,Developed,5
7549,Hardwood,Developed,5
7550,Hardwood,Riparian,2
7551,Hardwood,Developed,5
7552,Hardwood,Developed,5
7553,Hardwood,Riparian,2
7554,Hardwood,Riparian,2
7555,Hardwood,Agricultural,4
7556,Riparian,Riparian,2
7557,Hardwood,Riparian,1
7558,Riparian,Riparian,2
7559,Riparian,Riparian,1
7560,Riparian,Developed-Medium Intensity,5
7561,Riparian,Developed-High Intensity,5
7562,Hardwood,Developed,5
7563,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
7564,Grassland,Developed-Roads,5
7565,Grassland,Developed-Medium Intensity,5
7566,Grassland,Developed-High Intensity,5
7567,Grassland,Developed-Low Intensity,5
7568,Grassland,Developed,5
7569,Hardwood,Riparian,2
7570,Grassland,Riparian,2
7571,Riparian,Riparian,2
7572,Hardwood,Developed-Roads,5
7573,Hardwood,Developed-Low Intensity,5
7574,Riparian,Developed-Medium Intensity,5
7575,Riparian,Developed,5
7576,Hardwood,Developed,5
7577,Hardwood,Developed-High Intensity,5
7578,Riparian,Riparian,2
7579,Riparian,Developed,5
7580,Hardwood,Developed-Medium Intensity,5
7581,Hardwood,Hardwood,2
7582,Riparian,Riparian,1
7583,Hardwood,Agricultural,4
7584,Hardwood,Hardwood,2
7585,Hardwood,Riparian,1
7586,Hardwood,Developed,5
7587,Riparian,Developed,5
7588,Riparian,Developed,5
7589,Riparian,Developed-Low Intensity,5
7590,Riparian,Riparian,2
7591,Riparian,Developed,5
7592,Hardwood,Developed,5
7593,Riparian,Riparian,2
7594,Riparian,Riparian,1
7595,Riparian,Agricultural,4
7596,Riparian,Exotic Herbaceous,3
7597,Riparian,Developed-High Intensity,5
7598,Riparian,Developed-Roads,5
7599,Riparian,Agricultural,4
7600,Riparian,Agricultural,4
7601,Hardwood,Agricultural,4
7602,Riparian,Agricultural,4
7603,Riparian,Exotic Tree-Shrub,3
7604,Riparian,Developed,5
7605,Riparian,Riparian,2
7606,Riparian,Riparian,1
7607,Riparian,Riparian,1
7608,Riparian,Developed,5
7609,Riparian,Agricultural,4
7610,Hardwood,Agricultural,4
7611,Riparian,Conifer-Hardwood,2
7612,Riparian,Agricultural,4
7613,Riparian,Developed-Medium Intensity,5
7614,Riparian,Developed-Low Intensity,5
7615,Riparian,Agricultural,4
7616,Riparian,Exotic Tree-Shrub,3
7617,Riparian,Agricultural,4
7618,Riparian,Developed,5
7619,Riparian,Developed,5
7620,Riparian,Developed,5
7621,Riparian,Developed,5
7622,Riparian,Conifer-Hardwood,2
7623,Riparian,Agricultural,4
7624,Riparian,Riparian,2
7625,Riparian,Agricultural,4
7626,Hardwood,Developed-Low Intensity,5
7627,Riparian,Developed-High Intensity,5
7628,Riparian,Agricultural,4
7629,Riparian,Developed,5
7630,Riparian,Developed-Roads,5
7631,Riparian,Agricultural,4
7632,Riparian,Agricultural,4
7633,Riparian,Riparian,2
7634,Riparian,Riparian,1
7635,Riparian,Agricultural,4
7636,Hardwood,Agricultural,4
7637,Riparian,Hardwood,2
7638,Hardwood,Developed,5
7639,Riparian,Riparian,2
7640,Hardwood,Agricultural,4
7641,Hardwood,Exotic Herbaceous,3
7642,Riparian,Developed,5
7643,Riparian,Developed-Medium Intensity,5
7644,Hardwood,Developed-Roads,5
7645,Hardwood,Exotic Tree-Shrub,3
7646,Hardwood,Conifer-Hardwood,2
7647,Riparian,Hardwood,2
7648,Hardwood,Agricultural,4
7649,Hardwood,Developed,5
7650,Hardwood,Hardwood,2
7651,Riparian,Exotic Herbaceous,3
7652,Hardwood,Agricultural,4
7653,Hardwood,Agricultural,4
7654,Hardwood,Riparian,2
7655,Hardwood,Exotic Herbaceous,3
7656,Hardwood,Developed-Medium Intensity,5
7657,Hardwood,Conifer-Hardwood,2
7658,Riparian,Hardwood,2
7659,Hardwood,Riparian,2
7660,Hardwood,Riparian,2
7661,Hardwood,Developed,5
7662,Riparian,Developed,5
